key,value,version,sheet
Building_Merchant_Weapon_Desc,"Waffen,\ Muni\ –\ alles\ fürs\ Töten\ und\ Looten\.",#20250924065516,Default
Building_PrototypeMachine,Prototyp-Maschine,#20250924065516,Default
Building_PrototypeMachine_Desc,"Verbessere\ hier\ deine\ Fähigkeiten\ zur\ Steigerung\ deiner\ Überlebens-\ und\ Kampffähigkeiten\.",#20250924065516,Default
Building_Workbench,"Einfache\ Werkbank",#20250924065516,Default
Building_Workbench_Desc,"Wird\ zur\ Herstellung\ von\ Basic-Gegenständen\ verwendet\.",#20250924065516,Default
Building_WorkbenchAdvance,Werkbank,#20250924065516,Default
Building_WorkbenchAdvance_Desc,"Wird\ zum\ Herstellen/Zerlegen\ von\ Gegenständen,\ Reparieren\ oder\ Registrieren\ von\ Bauplänen\ verwendet\.",#20250924065516,Default
Building_MasterKey,Schlüssel-Registrierungsgerät,#20250924065516,Default
Building_MasterKey_Desc,"Nach\ der\ Registrierung\ eines\ Schlüssels\ kannst\ du\ die\ entsprechende\ Tür\ öffnen\.",#20250924065516,Default
Building_Bathroom,Toilette,#20250924065516,Default
Building_Bathroom_Desc,"Bietet\ sauberes\ Wasser\ –\ zumindest\ ist\ es\ nicht\ schlammig\.",#20250924065516,Default
Building_FoodTable,Esstisch,#20250924065516,Default
Building_FoodTable_Desc,"Hier\ kannst\ du\ essen\.",#20250924065516,Default
Building_QuestGiver,Questtafel,#20250924065516,Default
Building_QuestGiver_Desc,"Werde\ Söldner,\ erfülle\ Quests\ und\ erhalte\ Belohnungen\.",#20250924065516,Default
MerchantName_Merchant_Equipment,Ausrüstungshändler,#20250924065516,Default
MerchantName_Merchant_Weapon,Waffenhändler,#20250924065516,Default
MerchantName_Merchant_Normal,Verkaufsautomat,#20250924065516,Default
Character_Jeff,Jeff,#20250924065516,Default
Character_Orange,Orange,#20250924065516,Default
Character_Xavier,Xavier,#20250924065516,Default
Character_Bob,Bob,#20250924065516,Default
Character_Mud,Mud,#20250924065516,Default
Character_Heart7,"Herz\ 7",#20250924065516,Default
Cname_Wolf,Wolf,#20250924065516,Default
Cname_ShortEagle,"Pato\ Chapo",#20250924065516,Default
Cname_UltraMan,Lichtmann,#20250924065516,Default
Cname_CrazyRob,"Verlorener\ Spider-Bot",#20250924065516,Default
Cname_Scav,Plünderer,#20250924065516,Default
Cname_Usec,Söldner,#20250924065516,Default
Cname_RobSpider,Spider-Bot,#20250924065516,Default
Cname_ScavRage,"Wütender\ Plünderer",#20250924065516,Default
Cname_Boss_Sniper,Lordon,#20250924065516,Default
Cname_SpeedyChild,"Flottes\ Gruppenmitglied",#20250924065516,Default
Cname_Speedy,"Flotter\ Gruppenkommandant",#20250924065516,Default
language_name,Deutsch,#20250924065516,Default
QuestGiver_Jeff,Jeff,#20250924065516,Default
Mirror,Traum,#20250924065516,Default
UI_CustomFace_Main_Title,Kopf,#20250924065516,Default
UI_CustomFace_Eyes_Title,Augen,#20250924065516,Default
UI_CustomFace_Hair_Title,Haar,#20250924065516,Default
UI_CustomFace_Mouth_Title,Schnabel,#20250924065516,Default
UI_CustomFace_Tail_Title,Schwanz,#20250924065516,Default
UI_CustomFace_EyesBrown_Title,Augenbraue,#20250924065516,Default
UI_CustomFace_SkinColor,Hautfarbe,#20250924065516,Default
UI_CustomFace_HeadSize,Kopfgröße,#20250924065516,Default
UI_CustomFace_HeadHeight,Kopfhöhe,#20250924065516,Default
UI_CustomFace_HeadRoundness,Kopfform,#20250924065516,Default
UI_CustomFace_HairType,Frisur,#20250924065516,Default
UI_CustomFace_HairColor,Haarfarbe,#20250924065516,Default
UI_CustomFace_EyeType,Augentyp,#20250924065516,Default
UI_CustomFace_EyeColor,Augenfarbe,#20250924065516,Default
UI_CustomFace_EyeSpace,Augenabstand,#20250924065516,Default
UI_CustomFace_EyeHeight,Augenhöhe,#20250924065516,Default
UI_CustomFace_EyeSize,Augengröße,#20250924065516,Default
UI_CustomFace_EyeRotate,Augenrotation,#20250924065516,Default
UI_CustomFace_EyebrowType,Augenbrauentyp,#20250924065516,Default
UI_CustomFace_EyebrowColor,Augenbrauenfarbe,#20250924065516,Default
UI_CustomFace_EyebrowSpace,Augenbrauenabstand,#20250924065516,Default
UI_CustomFace_EyebrowHeight,Augenbrauenhöhe,#20250924065516,Default
UI_CustomFace_EyebrowSize,Augenbrauengröße,#20250924065516,Default
UI_CustomFace_EyebrowRotate,Augenbrauenrotation,#20250924065516,Default
UI_CustomFace_MouthType,Schnabeltyp,#20250924065516,Default
UI_CustomFace_MouthColor,Schnabelfarbe,#20250924065516,Default
UI_CustomFace_MouthSize,Schnabelgröße,#20250924065516,Default
UI_CustomFace_MouthHeight,Schnabelhöhe,#20250924065516,Default
UI_CustomFace_MouthOffset,Schnabelposition,#20250924065516,Default
UI_CustomFace_MouthRotate,Schnabelrotation,#20250924065516,Default
UI_CustomFace_TailType,Schwanztyp,#20250924065516,Default
UI_CustomFace_TailColor,Schwanzfarbe,#20250924065516,Default
UI_CustomFace_TailSize,Schwanzgröße,#20250924065516,Default
Notify_Stucked,"Lässt\ sich\ von\ dieser\ Seite\ nicht\ öffnen\.",#20250924065516,Default
Notify_Removed,"Das\ Hindernis\ wurde\ entfernt\.",#20250924065516,Default
Building_MedicStation_Desc,"Du\ kannst\ ein\ paar\ Medi-Vorräte\ herstellen\.",#20250924065516,Default
Building_MedicStation,Med-Station,#20250924065516,Default
UI_LootBox_Totem,"Belohnungen\ abholen",#20250924065516,Default
Location_GroundZero_CaveEntry,Höhleneingang,#20250924065516,Default
Level_Unfinished,"Noch\ nicht\ verfügbar",#20250924065516,Default
Building_Gem,Gym,#20250924065516,Default
Building_Gem_Desc,"Ein\ Ort,\ um\ Körper\ und\ Geist\ zu\ trainieren\ …\ hm\?",#20250924065516,Default
UI_LootBox_Explor,Datenbox,#20250924065516,Default
UI_Sort,Sortieren,#20250924065516,Default
Building_TeleportMachine,Teleporter,#20250924065516,Default
Building_TeleportMachine_Desc,"Ermöglicht\ den\ Start\ von\ weiteren\ Orten\.",#20250924065516,Default
Location_NorthMountain,Nordberg,#20250924065516,Default
Location_GroundZero_RoadCap,Straßenlager,#20250924065516,Default
Notification_ManHoleBlocked,"Der\ Kanaldeckel\ scheint\ festzustecken\.",#20250924065516,Default
UI_Interact_Tomb,"Verlorene\ Gegenstände",#20250924065516,Default
MapElement_Exit,Evakuierungspunkt,#20250924065516,Default
Notify_SpiderSpawn,"Es\ wird\ bald\ dunkel\.\ Die\ Spinnen\ kommen\ zum\ Jagen\ raus\.",#20250924065516,Default
Building_MiningMachine,Bitcoin-Miner,#20250924065516,Default
Building_MiningMachine_Desc,"Mining\.\ Na,\ du\ weißt\ schon\.",#20250924065516,Default
Buff_InjectorMaxWeight,Traglast-Boost,#20250924065516,Default
Buff_InjectorMaxWeight_Desc,"Erhöht\ die\ maximale\ Traglast",#20250924065516,Default
BitcoinMiner_Inventory,"Bergbaustätte\ \(Keine\ Gegenstände\ hier\ lagern\)",#20250924065516,Default
Usage_HealValue,"HP\ heilen",#20250924065516,Default
Usage_Durability,Kosten,#20250924065516,Default
Usage_Energy,Energie,#20250924065516,Default
Usage_Water,Hydration,#20250924065516,Default
Location_GroundZero_MiddleMountain,"Kleiner\ Berg",#20250924065516,Default
Usage_SpawnEgg_Jinitaimei,\?\?\?,#20250924065516,Default
Usage_DeadByChance,"Chance\ auf\ sofortigen\ Tod",#20250924065516,Default
Usage_DeadByChance_PopText,Hm\?,#20250924065516,Default
Rule_ExtraHard,Extrem,#20250924065516,Default
Rule_ExtraEasy,Plündern,#20250924065516,Default
Rule_ExtraEasy_Desc,"Für\ Spieler,\ die\ lieber\ auf\ Plündern\ setzen\ mit\ minimaler\ Kampfintensität\.\nGegner\ verursachen\ 40\ %\ DMG\.\nGegner\ haben\ 40\ %\ HP\.\nSehr\ geringer\ Rückstoß\.\nGegner\ reagieren\ sehr\ langsam\.\n",#20251011093920,Default
Rule_ExtraHard_Desc,"Willst\ du\ deine\ Grenzen\ austesten\?\nGegner\ verursachen\ 150\ %\ DMG\.\nVerlorene\ Ausrüstung\ ist\ für\ immer\ weg\.",#20251011093920,Default
DifficultySelection_Desc_PlaceHolder,"Bitte\ wähle\ einen\ Schwierigkeitsgrad\.",#20250924065516,Default
Tips_0,"Wenn\ du\ blutest,\ kannst\ du\ einen\ Verband\ benutzen,\ um\ es\ zu\ stoppen\.",#20250924065516,Default
Tips_1,"Es\ ist\ besser,\ diese\ gewöhnlichen\ Vorräte\ zu\ verkaufen\.",#20250924065516,Default
Tips_2,"Wenn\ die\ Waffenhaltbarkeit\ unter\ 50\ %\ fällt,\ werden\ Schaden\ und\ Streuung\ beeinträchtigt\.",#20250924065516,Default
Tips_3,"Treffer\ verursachen\ Schmerzen,\ verbrauchen\ Ausdauer\ und\ verlangsamen\ kurzzeitig\ die\ Bewegung\.\ Schmerzmittel\ können\ diesen\ Effekt\ aufheben\.",#20250924065516,Default
Tips_4,"Drücke\ T\ während\ du\ eine\ Waffe\ hältst,\ um\ den\ Muni-Typ\ zu\ wechseln\.",#20250924065516,Default
Tips_5,"Im\ Rucksack-Bildschirm\ kannst\ du\ Aufsätze\ auf\ deine\ Waffe\ ziehen,\ um\ sie\ schnell\ zu\ installieren\.\ Achte\ nur\ auf\ die\ Kompatibilität\.",#20250924065516,Default
Tips_6,"Wenn\ Nahkampfgegner\ rot\ aufleuchten,\ ist\ es\ Zeit\ für\ eine\ Ausweichrolle\.",#20250924065516,Default
Tips_7,"Deine\ Bewegungsgeschwindigkeit\ ist\ beim\ Tragen\ einer\ Waffe\ reduziert\.",#20250924065516,Default
Location_HiddenWarehouse_Warehouse,"Westliche\ Fabrik",#20250924065516,Default
Location_HiddenWarehouse_Center,Bauernhaus,#20250924065516,Default
Location_HiddenWarehouse_RoadEntry,"Östliches\ Straßenlager",#20250924065516,Default
Cellar,Keller,#20250924065516,Default
Building_BlackMarket,Schwarzmarkt-Kontaktpunkt,#20250924065516,Default
Building_BlackMarket_Desc,"Verbindet\ dich\ mit\ dem\ Schwarzmarkt-Netzwerk\ und\ ermöglicht\ Handel\ zu\ schwankenden\ Preisen\.",#20250924065516,Default
Location_HiddenWarehouse_Valley,Schlucht,#20250924065516,Default
Endowmment_None,"Durchschnittliche\ Ente",#20250924065516,Default
Endowmment_None_Desc,"In\ jeder\ Hinsicht\ ausgewogen,\ ohne\ besondere\ Merkmale\.",#20250924065516,Default
Endowmment_Surviver,Survivor,#20250924065516,Default
Endowmment_Surviver_Desc,"Körperlich\ zäh\ und\ schwer\ umzuwerfen,\ aber\ nicht\ besonders\ flink\ –\ weder\ körperlich\ noch\ geistig\.",#20250924065516,Default
Endowmment_Porter,Träger,#20250924065516,Default
Endowmment_Porter_Desc,"Wirkt\ zerbrechlich,\ kann\ aber\ Lasten\ wie\ ein\ Profi\ tragen\.",#20250924065516,Default
Endowmment_Berserker,Berserker,#20250924065516,Default
Endowmment_Berserker_Desc,"Natürlich\ nur\ Nahkampf\.\ Was\ ist\ eine\ Waffe\?\ Nie\ wirklich\ benutzt\.",#20250924065516,Default
Endowmment_Marksman,Schütze,#20250924065516,Default
Endowmment_Marksman_Desc,"Liebt\ das\ Schießen,\ vorzugsweise\ aus\ der\ Distanz\.",#20250924065516,Default
HBAOSettings_Off,Aus,#20250924065516,Default
HBAOSettings_Low,Niedrig,#20250924065516,Default
HBAOSettings_Normal,Mittel,#20250924065516,Default
HBAOSettings_High,Hoch,#20250924065516,Default
GrassOptions_Off,Aus,#20250924065516,Default
GrassOptions_Low,Niedrig,#20250924065516,Default
GrassOptions_Normal,Mittel,#20250924065516,Default
GrassOptions_High,Hoch,#20250924065516,Default
GrassOptions_On,Ein,#20250924065516,Default
Notification_RedBag,Erhalten:,#20250924065516,Default
RunInputMode_Hold,Halten,#20250924065516,Default
RunInputMode_Switch,Umschalten,#20250924065516,Default
Test,Versionstest,#20250924065516,Default
Base_Intro_0,"Hey!\ Du\ bist\ endlich\ wach!",#20250924065516,Default
Base_Intro_1,"Da\ du\ neu\ hier\ bist,\ muss\ ich\ dir\ zuerst\ ein\ paar\ Dinge\ erklären\.",#20250924065516,Default
Base_Intro_2,"Ich\ kümmere\ mich\ um\ die\ Logistik\ und\ alles\ andere\ da\ draußen\ liegt\ in\ deinen\ Händen\.",#20250924065516,Default
Base_Intro_3,"Dies\ ist\ das\ Lagerhaus\.\ Hier\ kannst\ du\ alles\ aufbewahren,\ was\ du\ findest\.",#20250924065516,Default
Base_Intro_4,"Dies\ ist\ die\ Konstruktionstafel\.\ Von\ hier\ aus\ kannst\ du\ Einrichtungen\ bauen\ oder\ zerlegen\.",#20250924065516,Default
Base_Intro_5,"Dies\ ist\ der\ Verkaufsautomat\.\ Die\ Auswahl\ ist\ nicht\ groß,\ aber\ du\ kannst\ hier\ auch\ unerwünschte\ Gegenstände\ verkaufen\.",#20250924065516,Default
Base_Intro_6,"Dies\ ist\ der\ Bunkerausgang\.\ Von\ hier\ aus\ wirst\ du\ aufbrechen\.",#20250924065516,Default
Base_Intro_7,"Wir\ haben\ momentan\ nicht\ viel,\ also\ bring\ so\ viel\ zurück\ wie\ möglich\.",#20250924065516,Default
Base_Intro_8,"Bevor\ du\ losgehst,\ vergiss\ nicht\ –\ ich\ habe\ einige\ Aufträge\ für\ dich\.",#20250924065516,Default
Dialogue_Quest_8_Build1_0,"Hunger,\ in\ Tar\ …",#20250924065516,Default
Dialogue_Quest_8_Build1_1,"Hunger\ ist\ in\ Duckov\ eine\ echte\ Bedrohung\.",#20250924065516,Default
Dialogue_Quest_8_Build1_2,"Behalte\ deine\ Energie\ und\ Hydration\ im\ Auge\.",#20250924065516,Default
Dialogue_Quest_8_Build1_3,"Sieh\ nach,\ ob\ du\ etwas\ zu\ essen\ findest\.\ Ich\ werde\ auch\ hungrig\.",#20250924065517,Default
Prologue_CustomFace_0,Hallo!,#20250924065517,Default
Prologue_CustomFace_1,"Dies\ ist\ dein\ Traum!",#20250924065517,Default
Prologue_CustomFace_2,"Erinnerst\ du\ dich\ noch\ daran,\ wie\ du\ aussiehst\?",#20250924065517,Default
Prologue_CustomFace_3,"Komm\ her!",#20250924065517,Default
Prologue_AirWall_0,"Lauf\ nicht\ weg!\ Dieser\ Traum\ ist\ voller\ unsichtbarer\ Wände!",#20250924065517,Default
Prologue_AirWall_1,"Vorsicht\ vor\ unsichtbaren\ Wänden!",#20250924065517,Default
Prologue_Dream_Door_0,"Was\ zum\ …",#20250924065517,Default
Prologue_Dream_Door_1,"Gut!\ Du\ kannst\ jetzt\ aufwachen\.",#20250924065517,Default
Prologue_Dream_Door_2,"Wach\ jetzt\ auf!",#20250924065517,Default
Dialogue_bunkerDoor_Welcome,"Willkommen\ zurück\.",#20250924065517,Default
Dialogue_bunkerDoor_Leave,"Überanstreng\ dich\ nicht\.",#20250924065517,Default
Base_Intro_9,"Das\ ist\ …\ nun,\ nennen\ wir\ es\ einfach\ den\ Verstärker\.",#20250924065517,Default
Base_Intro_10,"Finde\ die\ richtigen\ Materialien\ und\ es\ wird\ deine\ Fähigkeiten\ verbessern\.",#20250924065517,Default
Base_Intro_11,"Allerdings\ …\ könnte\ es\ einen\ kleinen\ Preis\ haben\.",#20250924065517,Default
GroundZero_Intro_0,"Hey!\ Warte\ mal!",#20250924065517,Default
GroundZero_Intro_1,"Feinde\ voraus!\ Nahkampfwaffen\ sind\ am\ effektivsten\ gegen\ rote\ Enten\ –\ noch\ einfacher,\ wenn\ du\ ausweichen\ kannst\.",#20250924065517,Default
GroundZero_Intro_2,"Wenn\ du\ zurück\ willst,\ kannst\ du\ von\ hier\ aus\ zum\ Bunker\ zurückkehren\.",#20250924065517,Default
GroundZero_Intro_3,"Und\ wenn\ du\ weiter\ draußen\ bist,\ suche\ einfach\ nach\ grünem\ Rauch\.\ Das\ bringt\ dich\ auch\ zurück\.",#20250924065517,Default
GroundZero_Intro_4,"Hier,\ nimm\ diesen\ Holzstock\ zum\ Schutz\.\ Besser\ als\ nichts,\ was\?",#20250924065517,Default
GroundZero_Intro_5,"Also,\ los\ geht's!",#20250924065517,Default
CutScene_MudFirstMeet_0,"Wer\ ist\ da\?",#20250924065517,Default
CutScene_MudFirstMeet_1,"Hmm\ …",#20250924065517,Default
CutScene_MudFirstMeet_2,"Ich\ sehe\ großes\ Potential\ in\ dir\.\ Wie\ wäre\ es\ mit\ Körpertraining\ bei\ mir\?",#20250924065517,Default
CutScene_MudFirstMeet_3,"Körpertraining\ macht\ dich\ stärker\ und\ schlauer!",#20250924065517,Default
CutScene_MudFirstMeet_4,"Komm!\ Der\ Meister\ hat\ deine\ erste\ Herausforderung\ für\ dich\ bereit!",#20250924065517,Default
Dialogue_Quest_36_Health1_0,"Körpertraining,\ wie\ der\ Name\ schon\ sagt,\ dreht\ sich\ alles\ um\ Ernährung!",#20250924065517,Default
Dialogue_Quest_36_Health1_2,"Mach\ Kniebeugen\ beim\ Suchen!\ Los!",#20250924065517,Default
Dialogue_Quest_36_Health1_3,"Denk\ dran:\ Disziplin\ macht\ dich\ frei!",#20250924065517,Default
Dialogue_Quest_36_Health2_0,"Ähm\ …",#20250924065517,Default
Dialogue_Quest_36_Health2_1,"Also\ …\ Protein\ allein\ reicht\ einfach\ nicht\ …",#20250924065517,Default
Dialogue_Quest_36_Health2_2,"Kohlenhydrate\ sind\ auch\ wichtig!",#20250924065517,Default
Dialogue_Quest_36_Health2_4,Lauf!,#20250924065517,Default
Dialogue_Quest_38_Health3_0,"Gut\ gemacht!",#20250924065517,Default
Dialogue_Quest_38_Health3_1,"Trotzdem\ …\ fehlt\ da\ noch\ was\.",#20250924065517,Default
Dialogue_Quest_38_Health3_2,"Wie\ man\ so\ sagt:\ Nach\ dem\ Essen\ eine\ Zigarette\ …\ hust\ …",#20250924065517,Default
Dialogue_Quest_38_Health3_3,"Bring\ mir\ eine\ Packung\ Zigaretten!\ Das\ ist\ deine\ letzte\ Prüfung!",#20250924065517,Default
Dialogue_Quest_39_BuildGem_0,"Gut\ gemacht\.\ Du\ hast\ meine\ Prüfungen\ mit\ Bravour\ bestanden\.",#20250924065517,Default
Dialogue_Quest_39_BuildGem_1,"Ich\ habe\ mich\ entschieden\.\ Ich\ ziehe\ bei\ dir\ ein\.",#20250924065517,Default
Dialogue_Quest_39_BuildGem_2,"Baue\ ein\ Gym\ bei\ dir,\ dann\ ziehe\ ich\ ein\.",#20250924065517,Default
Base_Intro_Heart7_0,"Ein\ Fehltritt\ …\ ein\ Leben\ voller\ Reue\.",#20250924065517,Default
Base_Intro_Heart7_1,"Hast\ du\ dort\ deine\ ganze\ Ausrüstung\ verloren\?",#20250924065517,Default
Base_Intro_Heart7_2,"Eigentlich\ kannst\ du\ sie\ das\ nächste\ Mal\ selbst\ zurückholen\.",#20250924065517,Default
Base_Intro_Heart7_3,"Aber\ die\ Zeit\ tickt\ …",#20250924065517,Default
Dialogue_Roadsign_Dash,"Gefährlicher\ Vogel\ im\ Anflug\.\ Drücke\ die\ Leertaste\ zum\ Ausweichen\.",#20250924065517,Default
Dialogue_Niganma,"Was\ treibst\ du\ da\?\ Hallo\ …",#20250924065517,Default
FirstFarm_0,"Du\ bist\ wirklich\ gekommen!",#20250924065517,Default
FirstFarm_1,"Diese\ Karte\ ist\ noch\ im\ Bau!\ Bleib\ vorerst\ bein\ Nullpunkt\.",#20251011093920,Default
FirstFarm_2,"Farmstadt\ ist\ voller\ Bugs\ und\ Fehler\.\ Kann\ gut\ sein,\ dass\ du\ stecken\ bleibst\ und\ dich\ nicht\ mehr\ bewegen\ kannst\.",#20250924065517,Default
FirstFarm_3,"Wenn\ du\ weiterspielen\ möchtest,\ starte\ das\ Spiel\ neu,\ falls\ du\ stecken\ bleibst\.",#20250924065517,Default
FirstFarm_4,"Danke\ fürs\ Spielen!",#20250924065517,Default
quak_Alert,!,#20250924065517,Default
Quak_Suspicion,\?,#20250924065517,Default
Dialogue_SpawnEgg,Ugh,#20250924065517,Default
Dialogue_Kun_NotRight,"Also\ bist\ du\ doch\ nicht\ derjenige\ aus\ meinen\ Träumen\.",#20250924065517,Default
Dialogue_Kun_OnlyFace,"Du\ ähnelst\ ihm\ zwar\ ein\ wenig,\ aber\ du\ bist\ trotzdem\ nicht\ der\ aus\ meinen\ Träumen\.",#20250924065517,Default
Dialogue_Kun_OnlyCloth,"Dass\ du\ ihm\ ähnlich\ siehst,\ bedeutet\ nichts\.\ Du\ bist\ nicht\ er\.",#20250924065517,Default
Dialogue_Kun_AllRight,"Bruder\ Huhn!\ Bist\ du\ das\?",#20250924065517,Default
PopText_Reloading,Nachladen!,#20250924065517,Default
UI_Interact,Interagieren,#20250924065517,Default
UI_Interact_Modify,Modifizieren,#20250924065517,Default
UI_Interact_Repair,Reparieren,#20250924065517,Default
UI_Interact_OpenStorage,"Lagerhaus\ öffnen",#20250924065517,Default
UI_Interact_Expansion,Erweitern,#20250924065517,Default
UI_Interact_Quest,Quest,#20250924065517,Default
UI_Interact_Develope,Technik-Forschung,#20250924065517,Default
UI_Interact_BPDevelope,Bauplan-Forschung,#20250924065517,Default
UI_Interact_Download,"Daten\ herunterladen",#20250924065517,Default
UI_Interact_CheckPower,"Netzteil\ prüfen",#20250924065517,Default
UI_Interact_Go,Aufbrechen,#20250924065517,Default
UI_Interact_ExitBunker,"Bunker\ verlassen",#20250924065517,Default
UI_Interact_EnterBunker,"Bunker\ betreten",#20250924065517,Default
UI_Interact_Build,Bauen,#20250924065517,Default
UI_Interact_Fix,Reparieren,#20250924065517,Default
UI_WeakUp,Aufwachen,#20250924065517,Default
UI_Interact_RememberFace,"Wie\ sehe\ ich\ aus\?",#20250924065517,Default
UI_GoToBed,"Gesicht\ anpassen",#20250924065517,Default
UI_Interact_Remove,Entfernen,#20250924065517,Default
UI_Interact_Handover,Liefern,#20250924065517,Default
UI_Interact_Cloth,Kleidung,#20250924065517,Default
UI_Interact_Sacrifice,Anbieten,#20250924065517,Default
UI_Interact_TeleportMachine,Teleportstation,#20250924065517,Default
UI_Interact_FixTeleportMachine,"Teleporter\ reparieren",#20250924065517,Default
UI_Interact_Open,Öffnen,#20250924065517,Default
UI_Interact_Skill,Skill-Verbesserung,#20250924065517,Default
UI_Interact_DeathLottery,Tod-Lotterie,#20250924065517,Default
UI_Interact_UnlockFormula,Rezept-Registrierung,#20250924065517,Default
UI_Interact_PhysicalTraining,Körpertraining,#20250924065517,Default
UI_Interact_Read,Lesen,#20250924065517,Default
UI_LootBox_Open,Öffnen,#20250924065517,Default
UI_LootBox_CarDoor,Auto-Tür,#20250924065517,Default
UI_Interact_GoDown,Aussteigen,#20250924065517,Default
UI_Interact_GoUp,Einsteigen,#20250924065517,Default
UI_Interact_UnlockBlueprint,Bauplan-Forschung,#20250924065517,Default
UI_Interact_MiningMachine,Miner,#20250924065517,Default
UI_Interact_BlackMarketDemands,"Aufträge\ durchsuchen",#20250924065517,Default
UI_Interact_BlackMarketSupply,Schwarzmarkt-Angebot,#20250924065517,Default
UI_Interact_Sample,"Proben\ sammeln",#20250924065517,Default
UI_Interact_Hide,Platzieren,#20250924065517,Default
UI_Interact_WishList,"Zur\ Wunschliste\ hinzufügen",#20250924065517,Default
UI_Interact_Move,Bewegen,#20250924065517,Default
Item_Character,Körper,#20250924065517,Default
Item_0_MeleeWeapon_Template,Metzger-Messer,#20250924065517,Default
Item_0_MeleeWeapon_Template_Desc,"Ein\ Robustes\ Messer,\ nicht\ besonders\ scharf\.",#20250924065517,Default
Item_ArmorLV3,"Körperpanzer\ St\.\ 3",#20250924065517,Default
Item_Gem,"Goldener\ Stern",#20250924065517,Default
Item_Gem_Desc,"Ein\ Goldener\ Stern\ aus\ mysteriöser\ Substanz\.\ Erhöht\ Nahkampfwaffen-DMG\.",#20250924065517,Default
Item_1_Rifle-A_template,GunTemplate,#20250924065517,Default
Item_S_MMG_Lv_1,Schrott-MMG,#20250924065517,Default
Item_S_MMG_Lv_1_Desc,"Eine\ gewöhnliche\ MP\.",#20250924065517,Default
Item_BatteryR6,R6-Batterie,#20250924065517,Default
Item_BatteryR6_Desc,"Eine\ Batterie\ für\ so\ ziemlich\ jedes\ Elektrogerät\.",#20250924065517,Default
Item_Shot_Hand_Lv_1,Schrott-selbstgebaute-Schrotflinte,#20250924065517,Default
