key,value,version,sheet
Building_Merchant_Weapon,武器店,#20250924065516,Default
Building_Merchant_Weapon_Desc,武器，彈藥，殺人越貨的東西。,#20250924065516,Default
Building_PrototypeMachine,原型機,#20250924065516,Default
Building_PrototypeMachine_Desc,在這裡升級你的技能，提高生存和戰鬥能力。,#20250924065516,Default
Building_Workbench,簡易工作臺,#20250924065516,Default
Building_Workbench_Desc,製作一些基本物品。,#20250924065516,Default
Building_WorkbenchAdvance,工作臺,#20250924065516,Default
Building_WorkbenchAdvance_Desc,製作/分解物品、維修、錄入藍圖。,#20250924065516,Default
Building_MasterKey,鑰匙錄入機,#20250924065516,Default
Building_MasterKey_Desc,錄入鑰匙後，可以隨意打開對應的門。,#20250924065516,Default
Building_Bathroom,洗手間,#20250924065516,Default
Building_Bathroom_Desc,提供乾淨的水，至少沒有泥土。,#20250924065516,Default
Building_FoodTable,餐桌,#20250924065516,Default
Building_FoodTable_Desc,吃東西用的。,#20250924065516,Default
Building_QuestGiver,任務板,#20250924065516,Default
Building_QuestGiver_Desc,成為雇傭兵，完成任務，獲得獎勵。,#20250924065516,Default
MerchantName_Merchant_Equipment,裝備商人,#20250924065516,Default
MerchantName_Merchant_Weapon,武器商人,#20250924065516,Default
MerchantName_Merchant_Normal,售貨機,#20250924065516,Default
Character_Jeff,傑夫,#20250924065516,Default
Character_Orange,橘子,#20250924065516,Default
Character_Xavier,老吳,#20250924065516,Default
Character_Bob,鮑勃,#20250924065516,Default
Character_Mud,泥巴,#20250924065516,Default
Character_Heart7,紅7,#20250924065516,Default
Cname_Wolf,狼,#20250924065516,Default
Cname_ShortEagle,矮鴨,#20250924065516,Default
Cname_UltraMan,光之男,#20250924065516,Default
Cname_CrazyRob,失控機械蜘蛛,#20250924065516,Default
Cname_Scav,拾荒者,#20250924065516,Default
Cname_Usec,雇傭兵,#20250924065516,Default
Cname_RobSpider,機械蜘蛛,#20250924065516,Default
Cname_ScavRage,暴走拾荒者,#20250924065516,Default
Cname_Boss_Sniper,勞登,#20250924065516,Default
Cname_SpeedyChild,急速團成員,#20250924065516,Default
Cname_Speedy,急速團長,#20250924065516,Default
language_name,繁體中文,#20250924065516,Default
QuestGiver_Jeff,傑夫,#20250924065516,Default
Mirror,夢,#20250924065516,Default
UI_CustomFace_Main_Title,首,#20250924065516,Default
UI_CustomFace_Eyes_Title,眼,#20250924065516,Default
UI_CustomFace_Hair_Title,冠,#20250924065516,Default
UI_CustomFace_Mouth_Title,喙,#20250924065516,Default
UI_CustomFace_Tail_Title,尾,#20250924065516,Default
UI_CustomFace_EyesBrown_Title,眉,#20250924065516,Default
UI_CustomFace_SkinColor,膚色,#20250924065516,Default
UI_CustomFace_HeadSize,頭大小,#20250924065516,Default
UI_CustomFace_HeadHeight,頭高低,#20250924065516,Default
UI_CustomFace_HeadRoundness,圓腦袋,#20250924065516,Default
UI_CustomFace_HairType,冠類型,#20250924065516,Default
UI_CustomFace_HairColor,冠顏色,#20250924065516,Default
UI_CustomFace_EyeType,眼類型,#20250924065516,Default
UI_CustomFace_EyeColor,眼色,#20250924065516,Default
UI_CustomFace_EyeSpace,眼間距,#20250924065516,Default
UI_CustomFace_EyeHeight,眼高低,#20250924065516,Default
UI_CustomFace_EyeSize,眼大小,#20250924065516,Default
UI_CustomFace_EyeRotate,眼睛旋轉,#20250924065516,Default
UI_CustomFace_EyebrowType,眉類型,#20250924065516,Default
UI_CustomFace_EyebrowColor,眉顏色,#20250924065516,Default
UI_CustomFace_EyebrowSpace,眉間距,#20250924065516,Default
UI_CustomFace_EyebrowHeight,眉高低,#20250924065516,Default
UI_CustomFace_EyebrowSize,眉大小,#20250924065516,Default
UI_CustomFace_EyebrowRotate,眉旋轉,#20250924065516,Default
UI_CustomFace_MouthType,喙類型,#20250924065516,Default
UI_CustomFace_MouthColor,喙顏色,#20250924065516,Default
UI_CustomFace_MouthSize,喙大小,#20250924065516,Default
UI_CustomFace_MouthHeight,喙高低,#20250924065516,Default
UI_CustomFace_MouthOffset,喙歪了,#20250924065516,Default
UI_CustomFace_MouthRotate,喙旋轉,#20250924065516,Default
UI_CustomFace_TailType,尾類型,#20250924065516,Default
UI_CustomFace_TailColor,尾顏色,#20250924065516,Default
UI_CustomFace_TailSize,尾大小,#20250924065516,Default
Notify_Stucked,從這一側無法打開。,#20250924065516,Default
Notify_Removed,障礙物被移除了,#20250924065516,Default
Building_MedicStation_Desc,可以製作一些醫療用品。,#20250924065516,Default
Building_MedicStation,醫療站,#20250924065516,Default
UI_LootBox_Totem,獲得饋贈,#20250924065516,Default
Location_GroundZero_CaveEntry,山洞入口,#20250924065516,Default
Level_Unfinished,尚未開放,#20250924065516,Default
Building_Gem,健身房,#20250924065516,Default
Building_Gem_Desc,鍛煉肉體和頭腦的地方\.\.\.啊？,#20250924065516,Default
UI_LootBox_Explor,資料箱,#20250924065516,Default
UI_Sort,整理,#20250924065516,Default
Building_TeleportMachine,傳送裝置,#20250924065516,Default
Building_TeleportMachine_Desc,可以讓你從更多地方出發。,#20250924065516,Default
Location_NorthMountain,北山,#20250924065516,Default
Location_GroundZero_RoadCap,公路營地,#20250924065516,Default
Notification_ManHoleBlocked,下水井蓋似乎被壓住了。,#20250924065516,Default
UI_Interact_Tomb,遺失物,#20250924065516,Default
MapElement_Exit,撤離點,#20250924065516,Default
Notify_SpiderSpawn,快天黑了，蜘蛛出來覓食了。,#20250924065516,Default
Building_MiningMachine,比特幣礦機,#20250924065516,Default
Building_MiningMachine_Desc,挖礦，懂得都懂。,#20250924065516,Default
Buff_InjectorMaxWeight,負重提升,#20250924065516,Default
Buff_InjectorMaxWeight_Desc,提高負重上限,#20250924065516,Default
BitcoinMiner_Inventory,提取位（不要在此處存放物品）,#20250924065516,Default
Usage_HealValue,治療生命值,#20250924065516,Default
Usage_Durability,消耗,#20250924065516,Default
Usage_Energy,能量,#20250924065516,Default
Usage_Water,水分,#20250924065516,Default
Location_GroundZero_MiddleMountain,矮山,#20250924065516,Default
Usage_SpawnEgg_Jinitaimei,？？？,#20250924065516,Default
Usage_DeadByChance,有一定機率直接嘎,#20250924065516,Default
Usage_DeadByChance_PopText,嗯？,#20250924065516,Default
Rule_ExtraHard,極限,#20250924065516,Default
Rule_ExtraEasy,搜刮,#20250924065516,Default
Rule_ExtraEasy_Desc,適合喜歡專注搜刮體驗的玩家遊玩，戰鬥強度最小化。\n敵人對你造成40%傷害。\n敵人血量為40%。\n極低的後座力。\n敵人反應很慢。\n,#20251011093920,Default
Rule_ExtraHard_Desc,想挑戰極限？\n敵人對你造成150%的傷害。\n裝備丟失後將無法找回。,#20251011093920,Default
DifficultySelection_Desc_PlaceHolder,請選擇難度,#20250924065516,Default
Tips_0,出血了的話，可以使用止血繃帶止血。,#20250924065516,Default
Tips_1,經常能遇到的物資，不如把它賣了。,#20250924065516,Default
Tips_2,槍械耐久低於50%，傷害和散佈都會受到影響。,#20250924065516,Default
Tips_3,被命中時會產生疼痛效果，消耗耐力並短暫減速。止痛藥可以抵消這個影響。,#20250924065516,Default
Tips_4,持槍時，按T鍵，可以更換子彈類型。,#20250924065516,Default
Tips_5,在背包介面，將配件拖到武器上即可快速安裝，不過要注意是否配對。,#20250924065516,Default
Tips_6,近戰敵人閃紅光時，就是你翻滾的時機。,#20250924065516,Default
Tips_7,手持武器時，你的移動速度會受到影響。,#20250924065516,Default
Location_HiddenWarehouse_Warehouse,西廠區,#20250924065516,Default
Location_HiddenWarehouse_Center,農舍,#20250924065516,Default
Location_HiddenWarehouse_RoadEntry,東路口營地,#20250924065516,Default
Cellar,地窖,#20250924065516,Default
Building_BlackMarket,黑市聯絡點,#20250924065516,Default
Building_BlackMarket_Desc,連接黑市網路，進行一些有價格浮動的交易。,#20250924065516,Default
Location_HiddenWarehouse_Valley,溝壑,#20250924065516,Default
Endowmment_None,打工鴨,#20250924065516,Default
Endowmment_None_Desc,特點是沒有特點，非常均衡。,#20250924065516,Default
Endowmment_Surviver,生存者,#20250924065516,Default
Endowmment_Surviver_Desc,身體強健，抗揍，但腿跟腦子一樣不太好使。,#20250924065516,Default
Endowmment_Porter,搬運者,#20250924065516,Default
Endowmment_Porter_Desc,看似瘦弱，但扛起東西來毫不遜色。,#20250924065516,Default
Endowmment_Berserker,狂戰士,#20250924065516,Default
Endowmment_Berserker_Desc,那肯定得用近戰武器，槍是什麼？不太會用。,#20250924065516,Default
Endowmment_Marksman,槍手,#20250924065516,Default
Endowmment_Marksman_Desc,愛打槍，打槍就遠遠的打。,#20250924065516,Default
HBAOSettings_Off,關閉,#20250924065516,Default
HBAOSettings_Low,低,#20250924065516,Default
HBAOSettings_Normal,中,#20250924065516,Default
HBAOSettings_High,高,#20250924065516,Default
GrassOptions_Off,關閉,#20250924065516,Default
GrassOptions_Low,低,#20250924065516,Default
GrassOptions_Normal,中,#20250924065516,Default
GrassOptions_High,高,#20250924065516,Default
GrassOptions_On,打開,#20250924065516,Default
Notification_RedBag,得到了：,#20250924065516,Default
RunInputMode_Hold,按住,#20250924065516,Default
RunInputMode_Switch,切換,#20250924065516,Default
Test,設定版本測試,#20250924065516,Default
Base_Intro_0,嘿！你終於睡醒了！,#20250924065516,Default
Base_Intro_1,剛來基地，有些事情我要先說明一下。,#20250924065516,Default
Base_Intro_2,分工的話，我來處理後勤事務，外面的事情就拜託你了。,#20250924065516,Default
Base_Intro_3,這裡是倉庫，你撿回來的東西都可在這存起來。,#20250924065516,Default
Base_Intro_4,這裡是建造面板，你可以在這裡建造設施，或者拆除他們。,#20250924065516,Default
Base_Intro_5,這個是售貨機，商品種類不多。你如果有不想要的東西，也可以直接賣給它。,#20250924065516,Default
Base_Intro_6,這裡就是地堡的出口，你得從這裡出發。,#20250924065516,Default
Base_Intro_7,咱現在沒什麼家底，所以你要多搞些東西回來。,#20250924065516,Default
Base_Intro_8,出門之前，別忘了我這裡有任務交給你。,#20250924065516,Default
Dialogue_Quest_8_Build1_0,饑餓在塔\.\.\.,#20250924065516,Default
Dialogue_Quest_8_Build1_1,饑餓在鴨科夫是一件非常危險的事。,#20250924065516,Default
Dialogue_Quest_8_Build1_2,你要時刻關注你的能量和水分。,#20250924065516,Default
Dialogue_Quest_8_Build1_3,你得去看看哪裡能找到食物，主要是我也有點餓了。,#20250924065517,Default
Prologue_CustomFace_0,哈嘍！,#20250924065517,Default
Prologue_CustomFace_1,這裡是夢！,#20250924065517,Default
Prologue_CustomFace_2,還記得自己長什麼樣子嗎？,#20250924065517,Default
Prologue_CustomFace_3,來這裡！,#20250924065517,Default
Prologue_AirWall_0,別亂逛！夢裡到處都是空氣牆！,#20250924065517,Default
Prologue_AirWall_1,小心空氣牆！,#20250924065517,Default
Prologue_Dream_Door_0,什麼玩意。,#20250924065517,Default
Prologue_Dream_Door_1,好了！你可以醒了。,#20250924065517,Default
Prologue_Dream_Door_2,從這醒過來！,#20250924065517,Default
Dialogue_bunkerDoor_Welcome,回來啦,#20250924065517,Default
Dialogue_bunkerDoor_Leave,差不多就回來,#20250924065517,Default
Base_Intro_9,這個是\.\.\.你就叫他強化機吧。,#20250924065517,Default
Base_Intro_10,只要找到對應的材料，就可以用它加強你的能力。,#20250924065517,Default
Base_Intro_11,可能也要付出一點點的代價。,#20250924065517,Default
GroundZero_Intro_0,嘿！等一下！,#20250924065517,Default
GroundZero_Intro_1,附近就有敵人，對付這些成群的紅鴨子，近戰武器更好用，如果你已經學會了翻滾的話，就更簡單了。,#20250924065517,Default
GroundZero_Intro_2,如果要回來的話，從這裡就能直接回到地堡。,#20250924065517,Default
GroundZero_Intro_3,當然，如果你走得比較遠，從這種冒著綠煙的地方也能回來。,#20250924065517,Default
GroundZero_Intro_4,這裡給你準備了一根木棍，拿著用來防身吧。總比沒有好是吧？,#20250924065517,Default
GroundZero_Intro_5,行了，快出發吧！,#20250924065517,Default
CutScene_MudFirstMeet_0,什麼人？,#20250924065517,Default
CutScene_MudFirstMeet_1,嗯\.\.\.\.\.\.,#20250924065517,Default
CutScene_MudFirstMeet_2,我看你骨骼驚奇。不如跟我鍛體術吧。,#20250924065517,Default
CutScene_MudFirstMeet_3,鍛體術不只能夠強身健體，還能讓你更聰明！,#20250924065517,Default
CutScene_MudFirstMeet_4,過來！為師要給你第一個考驗了！,#20250924065517,Default
Dialogue_Quest_36_Health1_0,鍛體術，顧名思義，營養最重要！,#20250924065517,Default
Dialogue_Quest_36_Health1_2,一邊深蹲一邊找！去吧！,#20250924065517,Default
Dialogue_Quest_36_Health1_3,記住，自律使你自由！,#20250924065517,Default
Dialogue_Quest_36_Health2_0,咳\.\.\.\.\.\.,#20250924065517,Default
Dialogue_Quest_36_Health2_1,光吃蛋白質果然還是不夠啊\.\.\.,#20250924065517,Default
Dialogue_Quest_36_Health2_2,碳水也很重要！,#20250924065517,Default
Dialogue_Quest_36_Health2_4,用跑的！,#20250924065517,Default
Dialogue_Quest_38_Health3_0,不錯不錯！,#20250924065517,Default
Dialogue_Quest_38_Health3_1,但還是感覺少了點啥。,#20250924065517,Default
Dialogue_Quest_38_Health3_2,正所謂，飯後一支\.\.\.咳咳\.\.\.,#20250924065517,Default
Dialogue_Quest_38_Health3_3,去，給為師找一包煙來！這是最後一個考驗！,#20250924065517,Default
Dialogue_Quest_39_BuildGem_0,很好，你順利地通過了我的考驗。,#20250924065517,Default
Dialogue_Quest_39_BuildGem_1,我決定以後就住你家了。,#20250924065517,Default
Dialogue_Quest_39_BuildGem_2,等你在住處造好健身房，為師就搬進去。,#20250924065517,Default
Base_Intro_Heart7_0,真是一失足成千古恨啊\.\.\.,#20250924065517,Default
Base_Intro_Heart7_1,你的東西，全丟裡面了吧？,#20250924065517,Default
Base_Intro_Heart7_2,其實，你下一次可以自己去把它們撿回來,#20250924065517,Default
Base_Intro_Heart7_3,但時間不等人啊\.\.\.,#20250924065517,Default
Dialogue_Roadsign_Dash,前有惡鳥，空格翻滾。,#20250924065517,Default
Dialogue_Niganma,你幹嘛~嗨嗨喲~,#20250924065517,Default
FirstFarm_0,你竟然真的來了！,#20250924065517,Default
FirstFarm_1,這張地圖還在建設中！建議你回到零號區遊玩。,#20250924065517,Default
FirstFarm_2,農場鎮這張地圖充滿了BUG和錯誤，你會被一些問題卡住不能動彈。,#20250924065517,Default
FirstFarm_3,如果非要玩的話，一旦遇到卡住的問題，建議重新進入遊戲來解決問題。,#20250924065517,Default
FirstFarm_4,總之，感謝你的遊玩！,#20250924065517,Default
quak_Alert,！,#20250924065517,Default
Quak_Suspicion,\?,#20250924065517,Default
Dialogue_SpawnEgg,嘔,#20250924065517,Default
Dialogue_Kun_NotRight,你終究不是夢裡的他。,#20250924065517,Default
Dialogue_Kun_OnlyFace,你竟有三分似他，可你依然不是夢裡的他。,#20250924065517,Default
Dialogue_Kun_OnlyCloth,空有這身皮，你也不是他。,#20250924065517,Default
Dialogue_Kun_AllRight,雞哥！是你嗎！,#20250924065517,Default
PopText_Reloading,換彈！,#20250924065517,Default
UI_Interact,互動,#20250924065517,Default
UI_Interact_Modify,改裝,#20250924065517,Default
UI_Interact_Repair,維修,#20250924065517,Default
UI_Interact_OpenStorage,打開倉庫,#20250924065517,Default
UI_Interact_Expansion,擴容,#20250924065517,Default
UI_Interact_Quest,任務,#20250924065517,Default
UI_Interact_Develope,科技研發,#20250924065517,Default
UI_Interact_BPDevelope,藍圖研發,#20250924065517,Default
UI_Interact_Download,下載資料,#20250924065517,Default
UI_Interact_CheckPower,檢查電源,#20250924065517,Default
UI_Interact_Go,出發,#20250924065517,Default
UI_Interact_ExitBunker,離開地堡,#20250924065517,Default
UI_Interact_EnterBunker,進入地堡,#20250924065517,Default
UI_Interact_Build,建造,#20250924065517,Default
UI_Interact_Fix,修理,#20250924065517,Default
UI_WeakUp,醒過來,#20250924065517,Default
UI_Interact_RememberFace,我長啥樣？,#20250924065517,Default
UI_GoToBed,重新捏臉,#20250924065517,Default
UI_Interact_Remove,移除,#20250924065517,Default
UI_Interact_Handover,交付,#20250924065517,Default
UI_Interact_Cloth,衣服,#20250924065517,Default
UI_Interact_Sacrifice,獻上,#20250924065517,Default
UI_Interact_TeleportMachine,傳送臺,#20250924065517,Default
UI_Interact_FixTeleportMachine,修理傳送裝置,#20250924065517,Default
UI_Interact_Open,打開,#20250924065517,Default
UI_Interact_Skill,技能強化,#20250924065517,Default
UI_Interact_DeathLottery,失物招抽,#20250924065517,Default
UI_Interact_UnlockFormula,配方錄入,#20250924065517,Default
UI_Interact_PhysicalTraining,鍛煉身體,#20250924065517,Default
UI_Interact_Read,閱讀,#20250924065517,Default
UI_LootBox_Open,打開,#20250924065517,Default
UI_LootBox_CarDoor,車門,#20250924065517,Default
UI_Interact_GoDown,下去,#20250924065517,Default
UI_Interact_GoUp,上去,#20250924065517,Default
UI_Interact_UnlockBlueprint,藍圖研究,#20250924065517,Default
UI_Interact_MiningMachine,礦機,#20250924065517,Default
UI_Interact_BlackMarketDemands,流覽訂單,#20250924065517,Default
UI_Interact_BlackMarketSupply,購買黑貨,#20250924065517,Default
UI_Interact_Sample,採集樣本,#20250924065517,Default
UI_Interact_Hide,放置,#20250924065517,Default
UI_Interact_WishList,添加願望清單,#20250924065517,Default
UI_Interact_Move,移動,#20250924065517,Default
Item_Character,軀殼,#20250924065517,Default
Item_0_MeleeWeapon_Template,切肉刀,#20250924065517,Default
Item_0_MeleeWeapon_Template_Desc,看起來很粗獷的刀，不是很鋒利。,#20250924065517,Default
Item_ArmorLV3,三級防彈衣,#20250924065517,Default
Item_Gem,金色五角星,#20250924065517,Default
Item_Gem_Desc,神祕物質構成的金色五角星。增加近戰武器攻擊力。,#20250924065517,Default
Item_1_Rifle-A_template,GunTemplate,#20250924065517,Default
Item_S_MMG_Lv_1,"MMG\ 劣質",#20250924065517,Default
Item_S_MMG_Lv_1_Desc,一把普通的微型衝鋒鎗。,#20250924065517,Default
Item_BatteryR6,R6電池,#20250924065517,Default
Item_BatteryR6_Desc,在各種用電器中被廣泛使用的電池。,#20250924065517,Default
Item_Shot_Hand_Lv_1,"土製獵槍\ 劣質",#20250924065517,Default
Item_Shot_Hand_Lv_1_Desc,穩定性較差的霰彈槍。,#20250924065517,Default
Item_Bandage,止血繃帶,#20250924065517,Default
Item_Bandage_Desc,可以止血，並回復微少生命值。,#20250924065517,Default
Item_BatteryPP3,PP3電池,#20250924065517,Default
Item_BatteryPP3_Desc,通常用於煙霧探測器、遙控玩具發射器以及作為鬧鐘的後備電池。,#20250924065517,Default
Item_BeanCan,焗豆罐頭,#20250924065517,Default
Item_BeanCan_Desc,焗豆罐頭。,#20250924065517,Default
Item_Biscuit,蘇打餅乾,#20250924065517,Default
Item_Biscuit_Desc,一摞蘇打餅乾。,#20250924065517,Default
Item_Cola,可樂,#20250924065517,Default
Item_Cola_Desc,有糖的可樂才有靈魂。,#20250924065517,Default
Item_FirstAidKit_L,大急救箱,#20250924065517,Default
Item_FirstAidKit_L_Desc,可以恢復大量生命值,#20250924065517,Default
Item_FirstAidKit_M,急救箱,#20250924065517,Default
Item_FirstAidKit_M_Desc,可以恢復生命值,#20250924065517,Default
Item_FirstAidKit_S,小急救箱,#20250924065517,Default
Item_FirstAidKit_S_Desc,可以恢復少量生命值,#20250924065517,Default
Item_TunaCan_1,水浸金槍魚罐頭,#20250924065517,Default
Item_TunaCan_1_Desc,水浸金槍魚罐頭。,#20250924065517,Default
Item_TunaCan_2,油浸金槍魚罐頭,#20250924065517,Default
Item_TunaCan_2_Desc,油浸金槍魚罐頭。,#20250924065517,Default
Item_Aspirin,阿司匹林,#20250924065517,Default
Item_Aspirin_Desc,小劑量藥品，回復血量，並提供鎮痛效果。,#20250924065517,Default
Item_Bleach,漂白劑,#20250924065517,Default
Item_Bleach_Desc,一壺漂白劑。,#20250924065517,Default
Item_Cigarette,紅條香煙,#20250924065517,Default
Item_Cigarette_Desc,一盒普通的香煙。,#20250924065517,Default
Item_Dynamite,管狀炸彈,#20250924065517,Default
Item_Dynamite_Desc,一顆管狀炸彈。,#20250924065517,Default
Item_DynamiteMultiple,集束管狀炸彈,#20250924065517,Default
Item_DynamiteMultiple_Desc,一束管狀炸彈。,#20250924065517,Default
Item_Flashlight,手電筒,#20250924065517,Default
Item_Flashlight_Desc,一隻手電筒。,#20250924065517,Default
Item_GasMask_01,防毒面具,#20250924065517,Default
Item_GasMask_01_Desc,普通的防毒面具。,#20250924065517,Default
Item_Goggle,滑雪鏡,#20250924065517,Default
Item_Goggle_Desc,滑雪眼鏡。,#20250924065517,Default
Item_Nail,釘子,#20250924065517,Default
Item_Nail_Desc,釘子。,#20250924065517,Default
Item_Vodka,伏特加,#20250924065517,Default
Item_Vodka_Desc,喝了會開心，然後脫水,#20250924065517,Default
Item_WD40,MD40,#20250924065517,Default
Item_WD40_Desc,一瓶MD40除鏽劑。,#20250924065517,Default
Item_Wrench,扳手,#20250924065517,Default
Item_Wrench_Desc,一個扳手。,#20250924065517,Default
Item_ArmorLV1,一級防彈衣,#20250924065517,Default
Item_ArmorLV1_Desc,比紙還薄，能擋一發水彈槍,#20250924065517,Default
Item_ArmorLV2,二級防彈衣,#20250924065517,Default
Item_ArmorLV2_Desc,看起來很專業，能夠提供心理層面的鼓勵,#20250924065517,Default
Item_ArmorLV4,四級防彈衣,#20250924065517,Default
Item_ArmorLV4_Desc,有真正的防彈性能，可靠之選,#20250924065517,Default
Item_ArmorLV5,五級防彈衣,#20250924065517,Default
Item_ArmorLV5_Desc,提供終極的防護，子彈打在身上就像洒洒水,#20250924065517,Default
Item_BackpackLV1,裝飾包,#20250924065517,Default
Item_BackpackLV1_Desc,也就能裝點口紅化妝品啥的,#20250924065517,Default
Item_BackpackLV2,小學背包,#20250924065517,Default
Item_BackpackLV2_Desc,能裝很多的作業本,#20250924065517,Default
Item_BackpackLV3,旅行包,#20250924065517,Default
Item_BackpackLV3_Desc,多功能用途背包，旅行首選,#20250924065517,Default
Item_BackpackLV4,生存者背包,#20250924065517,Default
Item_BackpackLV4_Desc,殺哥聯名，戶外生存必備。,#20250924065517,Default
Item_BackpackLV5,行軍背包MAX,#20250924065517,Default
Item_BackpackLV5_Desc,使用藍胖子口袋內襯同款材料，非常能裝,#20250924065517,Default
Item_HelmatLV1,摩托頭盔,#20250924065517,Default
Item_HelmatLV1_Desc,晶瑩剔透，吹彈可破,#20250924065517,Default
Item_HelmatLV2,老鋼盔,#20250924065517,Default
Item_HelmatLV2_Desc,沒怎麼保養的頭盔，爺爺傳下來的。裡面有個洞。,#20250924065517,Default
Item_HelmatLV3,特警頭盔,#20250924065517,Default
Item_HelmatLV3_Desc,具有初級的防彈性能,#20250924065517,Default
Item_HelmatLV4,SightPRO頭盔,#20250924065517,Default
Item_HelmatLV4_Desc,具有AR\+VR功能，飛過來的子彈可能會暈眩從而打偏。,#20250924065517,Default
Item_HelmatLV5,SCIFI面罩,#20250924065517,Default
Item_HelmatLV5_Desc,給予頭部全方位的防護，科幻造型，非常拉風,#20250924065517,Default
Item_HelmatLV6,神之電焊頭,#20250924065517,Default
Item_HelmatLV6_Desc,古希臘掌管頭盔的神打造，子彈看了會嚇軟,#20250924065517,Default
Item_Wrench02,汽車扳手,#20250924065517,Default
Item_Wrench02_Desc,更好用的扳手,#20250924065517,Default
Item_ContinerL,大擴容箱,#20250924065517,Default
Item_ContinerL_Desc,大型擴容箱，可用作擴展藏身處。重到拿不動。,#20250924065517,Default
Item_ContinerM,中擴容箱,#20250924065517,Default
Item_ContinerM_Desc,中型擴容箱，可用作擴展藏身處。很重。,#20250924065517,Default
Item_ContinerS,小擴容箱,#20250924065517,Default
Item_ContinerS_Desc,小型擴容箱，可用作擴展藏身處。,#20250924065517,Default
Item_Clock,鬧鐘,#20250924065517,Default
Item_Clock_Desc,定格在了三點鐘。,#20250924065517,Default
Item_Detergent,潔廁劑,#20250924065517,Default
Item_Detergent_Desc,一瓶潔廁劑。,#20250924065517,Default
Item_Drum1,紅色大桶,#20250924065517,Default
Item_Drum1_Desc,一個大空桶,#20250924065517,Default
Item_Drum2,藍色大桶,#20250924065517,Default
Item_Drum2_Desc,一個大空桶,#20250924065517,Default
Item_Drum3,黃色大桶,#20250924065517,Default
Item_Drum3_Desc,一個大空桶,#20250924065517,Default
Item_Drum4,金屬油桶,#20250924065517,Default
Item_Drum4_Desc,一個大空桶，裝過汽油,#20250924065517,Default
Item_GolfClub,高爾夫球棒,#20250924065517,Default
Item_GolfClub_Desc,打人疼。,#20250924065517,Default
Item_Ink,墨水,#20250924065517,Default
Item_Ink_Desc,鋼筆墨水。,#20250924065517,Default
Item_Pot,鍋,#20250924065517,Default
Item_Pot_Desc,可以用來煮食物,#20250924065517,Default
Item_Tissue,捲紙,#20250924065517,Default
Item_Tissue_Desc,一卷衛生紙。,#20250924065517,Default
Item_Zippo,Cippo,#20250924065517,Default
Item_Zippo_Desc,Cippo打火機,#20250924065517,Default
Item_PressionSencer,壓力感測器,#20250924065517,Default
Item_PressionSencer_Desc,踩上去就能感應到。,#20250924065517,Default
Item_uPhone,uPhone手機,#20250924065517,Default
Item_uPhone_Desc,已經壞掉了，從外觀上看不出是第幾代產品。,#20250924065517,Default
Item_Walkie_Talkie,對講機,#20250924065517,Default
Item_Walkie_Talkie_Desc,普通的對講機,#20250924065517,Default
Item_Walkie_Talkie02,軍用對講機,#20250924065517,Default
