key,value,version,sheet
UI_Interact_Tomb,"Objets\ perdus",#20250924065516,Default
MapElement_Exit,"Point\ d'extraction",#20250924065516,Default
Notify_SpiderSpawn,"Il\ fait\ presque\ nuit\.\ Les\ araignées\ sortent\ pour\ chasser\.",#20250924065516,Default
Building_MiningMachine,"Mineur\ de\ bitcoin",#20250924065516,Default
Building_MiningMachine_Desc,"Pour\ miner\.\.\.\ Si\ tu\ vois\ ce\ que\ je\ veux\ dire\.",#20250924065516,Default
Buff_InjectorMaxWeight,"Bonus\ de\ poids\ transportable",#20250924065516,Default
Buff_InjectorMaxWeight_Desc,"Augmente\ le\ poids\ maximum\ transportable",#20250924065516,Default
BitcoinMiner_Inventory,"Site\ minier\ \(ne\ pas\ stocker\ d'objets\ ici\)",#20250924065516,Default
Usage_HealValue,"Soin\ des\ PV",#20250924065516,Default
Usage_Durability,Coût,#20250924065516,Default
Usage_Energy,Énergie,#20250924065516,Default
Usage_Water,Hydratation,#20250924065516,Default
Location_GroundZero_MiddleMountain,"Petite\ montagne",#20250924065516,Default
Usage_SpawnEgg_Jinitaimei,\?\?\?,#20250924065516,Default
Usage_DeadByChance,"Risque\ de\ mort\ instantanée\.",#20250924065516,Default
Usage_DeadByChance_PopText,"Hum\ \?",#20250924065516,Default
Rule_ExtraHard,Extrême,#20250924065516,Default
Rule_ExtraEasy,Pillage,#20250924065516,Default
Rule_ExtraEasy_Desc,"Pour\ les\ joueurs\ qui\ préfèrent\ se\ concentrer\ sur\ la\ recherche\ de\ butin\ avec\ une\ intensité\ de\ combat\ minimale\.\nLes\ ennemis\ infligent\ 40\ %\ des\ dégâts\.\nLes\ ennemis\ ont\ 40\ %\ des\ PV\.\nLe\ recul\ est\ très\ faible\.\nLes\ ennemis\ réagissent\ très\ lentement\.\n",#20251011093920,Default
Rule_ExtraHard_Desc,"Pour\ les\ joueurs\ qui\ souhaitent\ repousser\ leurs\ limites\.\nLes\ ennemis\ infligent\ 150\ %\ des\ dégâts\.\nL'équipement\ perdu\ n'est\ pas\ récupérable\.",#20251011093920,Default
DifficultySelection_Desc_PlaceHolder,"Sélectionne\ un\ niveau\ de\ difficulté\.",#20250924065516,Default
Tips_0,"Si\ tu\ saignes,\ tu\ peux\ utiliser\ un\ bandage\ pour\ stopper\ le\ saignement\.",#20250924065516,Default
Tips_1,"Il\ vaut\ peut-être\ mieux\ vendre\ ces\ fournitures\ communes\.",#20250924065516,Default
Tips_2,"Lorsque\ la\ durabilité\ d'une\ arme\ à\ feu\ tombe\ en\ dessous\ de\ 50\ %,\ les\ dégâts\ et\ la\ dispersion\ sont\ affectés\.",#20250924065516,Default
Tips_3,"Les\ coups\ reçus\ provoquent\ une\ douleur,\ épuisent\ l'endurance\ et\ ralentissent\ brièvement\ les\ mouvements\.\ Les\ antidouleurs\ peuvent\ neutraliser\ cet\ effet\.",#20250924065516,Default
Tips_4,"En\ tenant\ une\ arme\ à\ feu,\ appuie\ sur\ T\ pour\ changer\ de\ type\ de\ munitions\.",#20250924065516,Default
Tips_5,"Sur\ l'interface\ du\ sac\ à\ dos,\ fais\ glisser\ les\ accessoires\ sur\ ton\ arme\ pour\ les\ installer\ rapidement\.\ Assure-toi\ juste\ qu'ils\ soient\ compatibles\.",#20250924065516,Default
Tips_6,"Quand\ les\ ennemis\ de\ mêlée\ clignotent\ en\ rouge,\ c'est\ le\ moment\ d'effectuer\ une\ roulade\ pour\ esquiver\.",#20250924065516,Default
Tips_7,"Ta\ vitesse\ de\ déplacement\ est\ réduite\ lorsque\ tu\ tiens\ une\ arme\.",#20250924065516,Default
Location_HiddenWarehouse_Warehouse,"Usine\ ouest",#20250924065516,Default
Location_HiddenWarehouse_Center,Ferme,#20250924065516,Default
Location_HiddenWarehouse_RoadEntry,"Camp\ routier\ est",#20250924065516,Default
Cellar,Cave,#20250924065516,Default
Building_BlackMarket,"Point\ de\ contact\ du\ marché\ noir",#20250924065516,Default
Building_BlackMarket_Desc,"Se\ connecte\ au\ réseau\ du\ marché\ noir,\ permettant\ des\ échanges\ à\ prix\ fluctuants\.",#20250924065516,Default
Location_HiddenWarehouse_Valley,Ravin,#20250924065516,Default
Endowmment_None,"Canard\ ordinaire",#20250924065516,Default
Endowmment_None_Desc,"Équilibré,\ sans\ caractéristiques\ distinctives\.",#20250924065516,Default
Endowmment_Surviver,Survivant,#20250924065516,Default
Endowmment_Surviver_Desc,"Physiquement\ résistant\ et\ capable\ d'encaisser\ les\ coups,\ mais\ pas\ très\ vif\.\.\.\ de\ corps\ comme\ d'esprit\.",#20250924065516,Default
Endowmment_Porter,Porteur,#20250924065516,Default
Endowmment_Porter_Desc,"Semble\ fragile,\ mais\ peut\ porter\ des\ charges\ lourdes\ comme\ un\ pro\.",#20250924065516,Default
Endowmment_Berserker,Berserker,#20250924065516,Default
Endowmment_Berserker_Desc,"Mêlée\ uniquement\.\ Une\ arme\ à\ feu\ \?\ Jamais\ entendu\ parler\.",#20250924065516,Default
Endowmment_Marksman,"Tireur\ d'élite",#20250924065516,Default
Endowmment_Marksman_Desc,"Aime\ tirer,\ de\ préférence\ à\ distance\.",#20250924065516,Default
HBAOSettings_Off,Désactivé,#20250924065516,Default
HBAOSettings_Low,Faible,#20250924065516,Default
HBAOSettings_Normal,Moyen,#20250924065516,Default
HBAOSettings_High,Élevé,#20250924065516,Default
GrassOptions_Off,Désactivé,#20250924065516,Default
GrassOptions_Low,Faible,#20250924065516,Default
GrassOptions_Normal,Moyen,#20250924065516,Default
GrassOptions_High,Élevé,#20250924065516,Default
GrassOptions_On,Activé,#20250924065516,Default
Notification_RedBag,"Obtenu\ :",#20250924065516,Default
RunInputMode_Hold,Maintenir,#20250924065516,Default
RunInputMode_Switch,Activer/désactiver,#20250924065516,Default
Test,"Test\ de\ version",#20250924065516,Default
Base_Intro_0,"Hé\ !\ T'es\ enfin\ réveillé\ !",#20250924065516,Default
Base_Intro_1,"Comme\ t'es\ nouveau\ ici,\ je\ dois\ d'abord\ t'expliquer\ deux\ ou\ trois\ trucs\.",#20250924065516,Default
Base_Intro_2,"Je\ m'occuperai\ de\ la\ logistique,\ tout\ le\ reste\ dépend\ de\ toi\.",#20250924065516,Default
Base_Intro_3,"Voici\ l'entrepôt\.\ Tu\ peux\ y\ stocker\ tout\ ce\ que\ t'obtiens\.",#20250924065516,Default
Base_Intro_4,"Là,\ c'est\ le\ panneau\ de\ construction\.\ Tu\ peux\ construire\ ou\ démonter\ des\ installations\ à\ partir\ d'ici\.",#20250924065516,Default
Base_Intro_5,"Voilà\ le\ distributeur\ automatique\.\ Il\ n'y\ a\ pas\ beaucoup\ de\ choix,\ mais\ tu\ peux\ aussi\ y\ vendre\ les\ objets\ dont\ tu\ ne\ veux\ pas\.",#20250924065516,Default
Base_Intro_6,"Ici,\ c'est\ la\ sortie\ du\ bunker\.\ C'est\ par\ là\ que\ tu\ partiras\.",#20250924065516,Default
Base_Intro_7,"Nous\ n'avons\ pas\ grand-chose\ pour\ l'instant,\ alors\ ramène\ tout\ ce\ que\ tu\ peux\.",#20250924065516,Default
Base_Intro_8,"Avant\ de\ partir,\ n'oublie\ pas\ :\ j'ai\ des\ quêtes\ pour\ toi\.",#20250924065516,Default
Dialogue_Quest_8_Build1_0,"La\ faim,\ à\ Tar\.\.\.",#20250924065516,Default
Dialogue_Quest_8_Build1_1,"La\ faim,\ à\ Duckov,\ est\ redoutable\.",#20250924065516,Default
Dialogue_Quest_8_Build1_2,"Surveille\ ton\ énergie\ et\ ton\ hydratation\.",#20250924065516,Default
Dialogue_Quest_8_Build1_3,"Essaie\ de\ trouver\ un\ truc\ à\ manger\.\ Moi\ aussi,\ je\ commence\ à\ avoir\ faim\.",#20250924065517,Default
Prologue_CustomFace_0,"Bonjour\ !",#20250924065517,Default
Prologue_CustomFace_1,"Bienvenue\ dans\ ton\ rêve\ !",#20250924065517,Default
Prologue_CustomFace_2,"Tu\ te\ souviens\ d'à\ quoi\ tu\ ressembles\ \?",#20250924065517,Default
Prologue_CustomFace_3,"Viens\ par\ ici\ !",#20250924065517,Default
Prologue_AirWall_0,"Ne\ t'éloigne\ pas\ !\ Ce\ rêve\ est\ rempli\ de\ murs\ invisibles\ !",#20250924065517,Default
Prologue_AirWall_1,"Attention\ aux\ murs\ invisibles\ !",#20250924065517,Default
Prologue_Dream_Door_0,"Qu'est-ce\ que\.\.\.",#20250924065517,Default
Prologue_Dream_Door_1,"Très\ bien\ !\ Tu\ peux\ te\ réveiller\ maintenant\.",#20250924065517,Default
Prologue_Dream_Door_2,"Réveille-toi\ maintenant\ !",#20250924065517,Default
Dialogue_bunkerDoor_Welcome,"Bon\ retour\.",#20250924065517,Default
Dialogue_bunkerDoor_Leave,"Ne\ force\ pas\ trop\.",#20250924065517,Default
Base_Intro_9,"C'est\.\.\.\ appelons\ ça\ l'amplificateur\.",#20250924065517,Default
Base_Intro_10,"Trouve\ les\ bons\ matériaux\ et\ il\ améliorera\ tes\ capacités\.",#20250924065517,Default
Base_Intro_11,"Même\ si\.\.\.\ cela\ pourrait\ avoir\ un\ petit\ prix\.",#20250924065517,Default
GroundZero_Intro_0,"Hé\ !\ Attends\ une\ seconde\ !",#20250924065517,Default
GroundZero_Intro_1,"Ennemis\ droit\ devant\ !\ Les\ armes\ de\ mêlée\ sont\ plus\ efficaces\ contre\ les\ canards\ rouges\.\ Encore\ plus\ si\ tu\ sais\ esquiver\.",#20250924065517,Default
GroundZero_Intro_2,"Si\ tu\ veux\ revenir,\ tu\ peux\ retourner\ au\ bunker\ d'ici\.",#20250924065517,Default
GroundZero_Intro_3,"Et\ si\ t'es\ plus\ loin,\ cherche\ simplement\ la\ fumée\ verte\.\ Elle\ te\ permettra\ de\ revenir\ ici\.",#20250924065517,Default
GroundZero_Intro_4,"Tiens,\ prends\ ce\ bout\ de\ bois\ pour\ te\ protéger\.\ C'est\ mieux\ que\ rien,\ non\ \?",#20250924065517,Default
GroundZero_Intro_5,"Allez,\ en\ route\ maintenant\ !",#20250924065517,Default
CutScene_MudFirstMeet_0,"Qui\ est\ là\ \?",#20250924065517,Default
CutScene_MudFirstMeet_1,Hmm\.\.\.,#20250924065517,Default
CutScene_MudFirstMeet_2,"Je\ sens\ un\ grand\ potentiel\ en\ toi\.\ Qu'est-ce\ que\ tu\ dirais\ d'apprendre\ l'entraînement\ corporel\ avec\ moi\ \?",#20250924065517,Default
CutScene_MudFirstMeet_3,"L'entraînement\ corporel\ rend\ plus\ fort\ et\ plus\ intelligent\ !",#20250924065517,Default
CutScene_MudFirstMeet_4,"Viens\ !\ Le\ maître\ a\ préparé\ ton\ premier\ défi\ !",#20250924065517,Default
Dialogue_Quest_36_Health1_0,"La\ nutrition\ est\ primordiale\ pour\ l'entraînement\ corporel\ !",#20250924065517,Default
Dialogue_Quest_36_Health1_2,"Fais\ des\ squats\ pendant\ que\ tu\ cherches\ !\ File\ !",#20250924065517,Default
Dialogue_Quest_36_Health1_3,"Souviens-toi,\ la\ discipline\ est\ la\ clé\ de\ la\ réussite\ !",#20250924065517,Default
Dialogue_Quest_36_Health2_0,Ahem\.\.\.,#20250924065517,Default
Dialogue_Quest_36_Health2_1,"Bon\.\.\.\ les\ protéines\ seules\ ne\ suffisent\ pas\.\.\.",#20250924065517,Default
Dialogue_Quest_36_Health2_2,"Les\ glucides\ c'est\ important\ aussi\ !",#20250924065517,Default
Dialogue_Quest_36_Health2_4,"Cours\ !",#20250924065517,Default
Dialogue_Quest_38_Health3_0,"Bien\ joué\ !",#20250924065517,Default
Dialogue_Quest_38_Health3_1,"Pourtant\.\.\.\ il\ manque\ quelque\ chose\.",#20250924065517,Default
Dialogue_Quest_38_Health3_2,"Tu\ sais,\ une\ petite\ cigarette\ après\ un\ bon\ repas\.\.\.\ \*tousse\*\.\.\.",#20250924065517,Default
Dialogue_Quest_38_Health3_3,"Apporte-moi\ un\ paquet\ de\ cigarettes\ !\ C'est\ ton\ épreuve\ finale\ !",#20250924065517,Default
Dialogue_Quest_39_BuildGem_0,"Bien\ joué\.\ Tu\ as\ brillamment\ relevé\ mes\ défis\.",#20250924065517,Default
Dialogue_Quest_39_BuildGem_1,"C'est\ décidé\.\ Je\ vais\ m'installer\ chez\ toi\.",#20250924065517,Default
Dialogue_Quest_39_BuildGem_2,"Construis\ une\ salle\ de\ sport\ là-bas\ et\ je\ te\ rejoindrai\.",#20250924065517,Default
Base_Intro_Heart7_0,"Un\ seul\ faux\ pas\.\.\.\ une\ vie\ de\ regrets\.",#20250924065517,Default
Base_Intro_Heart7_1,"Tu\ as\ perdu\ tout\ ton\ équipement\ là-bas\ \?",#20250924065517,Default
Base_Intro_Heart7_2,"En\ fait,\ tu\ peux\ aller\ le\ récupérer\ toi-même\ la\ prochaine\ fois\.",#20250924065517,Default
Base_Intro_Heart7_3,"Mais\ le\ temps\ presse\.\.\.",#20250924065517,Default
Dialogue_Roadsign_Dash,"Sale\ piaf\ en\ approche\.\ Appuie\ sur\ Espace\ pour\ esquiver\.",#20250924065517,Default
Dialogue_Niganma,"Tu\ fais\ quoi\ \?\ Coucouuu\ !",#20250924065517,Default
FirstFarm_0,"Tu\ es\ vraiment\ venu\ !",#20250924065517,Default
FirstFarm_1,"Cette\ carte\ est\ encore\ en\ développement\ !\ Mieux\ vaut\ rester\ dans\ la\ Zone\ zéro\ pour\ l'instant\.",#20250924065517,Default
FirstFarm_2,"La\ Ville\ agricole\ est\ pleine\ de\ bugs\ et\ d'erreurs\.\ Tu\ pourrais\ te\ retrouver\ bloqué\ et\ incapable\ de\ bouger\.",#20250924065517,Default
FirstFarm_3,"Si\ tu\ insistes\ pour\ jouer,\ redémarre\ le\ jeu\ en\ cas\ de\ blocage\.",#20250924065517,Default
FirstFarm_4,"En\ tout\ cas,\ merci\ de\ jouer\ !",#20250924065517,Default
quak_Alert,!,#20250924065517,Default
Quak_Suspicion,\?,#20250924065517,Default
Dialogue_SpawnEgg,Ugh,#20250924065517,Default
Dialogue_Kun_NotRight,"Alors\ tu\ n'es\ pas\ celui\ de\ mes\ rêves,\ finalement\.",#20250924065517,Default
Dialogue_Kun_OnlyFace,"Tu\ lui\ ressembles\ un\ peu,\ mais\ tu\ n'es\ pas\ celui\ de\ mes\ rêves\.",#20250924065517,Default
Dialogue_Kun_OnlyCloth,"Lui\ ressembler\ n'est\ pas\ suffisant\.\ Tu\ n'es\ pas\ lui\.",#20250924065517,Default
Dialogue_Kun_AllRight,"Frère\ Poulet\ !\ C'est\ toi\ \?",#20250924065517,Default
PopText_Reloading,"Je\ recharge\ !",#20250924065517,Default
UI_Interact,Interagir,#20250924065517,Default
UI_Interact_Modify,Modifier,#20250924065517,Default
UI_Interact_Repair,Réparer,#20250924065517,Default
UI_Interact_OpenStorage,"Ouvrir\ l'entrepôt",#20250924065517,Default
UI_Interact_Expansion,Agrandir,#20250924065517,Default
UI_Interact_Quest,Quête,#20250924065517,Default
UI_Interact_Develope,"Recherche\ technologique",#20250924065517,Default
UI_Interact_BPDevelope,"Recherche\ de\ plan",#20250924065517,Default
UI_Interact_Download,"Télécharger\ les\ données",#20250924065517,Default
UI_Interact_CheckPower,"Vérifier\ l'alimentation\ électrique",#20250924065517,Default
UI_Interact_Go,Partir,#20250924065517,Default
UI_Interact_ExitBunker,"Quitter\ le\ bunker",#20250924065517,Default
UI_Interact_EnterBunker,"Entrer\ dans\ le\ bunker",#20250924065517,Default
UI_Interact_Build,Construire,#20250924065517,Default
UI_Interact_Fix,Réparer,#20250924065517,Default
UI_WeakUp,"Se\ réveiller",#20250924065517,Default
UI_Interact_RememberFace,"À\ quoi\ je\ ressemble\ \?",#20250924065517,Default
UI_GoToBed,"Personnaliser\ l'apparence",#20250924065517,Default
UI_Interact_Remove,Retirer,#20250924065517,Default
UI_Interact_Handover,Livrer,#20250924065517,Default
UI_Interact_Cloth,Vêtements,#20250924065517,Default
UI_Interact_Sacrifice,Offrir,#20250924065517,Default
UI_Interact_TeleportMachine,"Station\ de\ téléportation",#20250924065517,Default
UI_Interact_FixTeleportMachine,"Réparer\ le\ téléporteur",#20250924065517,Default
UI_Interact_Open,Ouvrir,#20250924065517,Default
UI_Interact_Skill,"Amélioration\ des\ compétences",#20250924065517,Default
UI_Interact_DeathLottery,"Loterie\ de\ la\ mort",#20250924065517,Default
UI_Interact_UnlockFormula,"Enregistrement\ de\ recette",#20250924065517,Default
UI_Interact_PhysicalTraining,"Entraînement\ physique",#20250924065517,Default
UI_Interact_Read,Lire,#20250924065517,Default
UI_LootBox_Open,Ouvrir,#20250924065517,Default
UI_LootBox_CarDoor,Portière,#20250924065517,Default
UI_Interact_GoDown,Sortir,#20250924065517,Default
UI_Interact_GoUp,Entrer,#20250924065517,Default
UI_Interact_UnlockBlueprint,"Recherche\ de\ plan",#20250924065517,Default
UI_Interact_MiningMachine,"Machine\ de\ minage",#20250924065517,Default
UI_Interact_BlackMarketDemands,"Parcourir\ les\ commandes",#20250924065517,Default
UI_Interact_BlackMarketSupply,"Approvisionnement\ du\ marché\ noir",#20250924065517,Default
UI_Interact_Sample,"Collecter\ des\ échantillons",#20250924065517,Default
UI_Interact_Hide,Placer,#20250924065517,Default
UI_Interact_WishList,"Ajouter\ à\ la\ liste\ de\ souhaits",#20250924065517,Default
UI_Interact_Move,Déplacer,#20250924065517,Default
Item_Character,Corps,#20250924065517,Default
Item_0_MeleeWeapon_Template,"Couteau\ de\ boucher",#20250924065517,Default
Item_0_MeleeWeapon_Template_Desc,"Couteau\ rustique,\ pas\ vraiment\ tranchant\.",#20250924065517,Default
Item_ArmorLV3,"Gilet\ pare-balles\ niv\.\ 3",#20250924065517,Default
Item_Gem,"Étoile\ dorée",#20250924065517,Default
Item_Gem_Desc,"Étoile\ dorée\ faite\ d'une\ substance\ mystérieuse\.\ Augmente\ les\ dégâts\ des\ armes\ de\ mêlée\.",#20250924065517,Default
